productid,clusterid,gtin,mpn,sku,productname,brand,description,price,currency
savingslots_580,cluster_22992,1.92331E+11,80VJ0002US,80VJ0002US,Lenovo 81DJ0003US Ip 330 touch i5 8gb 1tb,Lenovo,"cycle 1 2018 ideapad 330-15 touch, 15.6inch hd (1366x768), touch, i5-8250u, 8gb ddr4, no ssd, 1tb 5400 hdd, dvdrw, integrated graphics, windows 10 home, 802.11ac, 2xusb 3.0, 1x type c(usb3.0), 720p hd, bluetoot",670,USD
savingslots_581,cluster_22876,1.92331E+11,I3185A760GRY,I3185A760GRY,Lenovo 81D30001US Ip 330 touch r5 8gb 1tb,Lenovo,"cycle 1 2018 ideapad 330-15 touch, 15.6inch hd (1366x768), touch, ryzen r5-2500u, 8gb ddr4, no ssd, 1tb 5400 hdd, dvdrw, integrated graphics, windows 10 home, 802.11ac, 2xusb 3.0, 1x type c(usb3.0), 720p hd cam",668,USD
savingslots_582,cluster_22681,1.92563E+11,C202SAYS02,C202SAYS02,Lenovo 81HA0009US Ip flex 6 14 r3 8gb 128gb,Lenovo,cycle 2 2018 ideapad flex 6-14arr 14.0inch (fhd) touch ryzen 3 2200u 8gb 128gb radeon vega 3 graphics windows 10 home 802.11ac onyx blackweight: 5.05 (lbs),668,USD
savingslots_590,cluster_22258,1.92018E+11,,,HP 2WM45UT 15.6 450pbg3 i56200u 500gb 4g,HP,"hp smartbuy probook 450 g3, intel core i5-6200u (2.3ghz, up to 2.8ghz, 3mb cache)4gb 2133 1d, 500gb 7200 2.5inch, 15.6inch led hd sva ag, uma: hd 520, dvd rw, 802.11 a/b/g/n/ac + bt4.2,bt, tpm, 720p hd webcam, win",642,USD
savingslots_593,cluster_22781,8.8935E+11,,,ASUS X540UADB51 15.6 i5-8250u 8gb 1tb win10,ASUS,"asus laptop dark brown/gold no touch screen 15.6inch fhd (1920*1080), matte intel core i5-8250u 1.6ghz (turbo up to 3.4ghz) n/a 8gb ddr4 1x socket (one slot installed w/ 4gb) + [4gb on board] intel hd 1tb sshd",637,USD
savingslots_598,cluster_21993,1.92019E+11,,,HP 3PP94UT Pb455g5 a109620 8g 500gb 15.6,HP,"hp smartbuy pb455g5 a109620 15 8gb/500 pc amd a10-9620p, 15.6 hd ag led sva, uma, webcam, 8gb ddr4, 500gb hdd, ac+bt, 3c batt, fpr, w10 pro64, 1yr wrty+ u.s. - english localizationweight: 5.95 (lbs)",635,USD
savingslots_599,cluster_22804,1.92545E+11,,,HP 15DB0040NR 15 ryz5 2500 8g 1t tch w10 2c,HP,"ryzen5 2500u, uma, 8gb, 15.6inch hd, touch, 1 tb hdd, dvd, 802.11ac 1x1 bt, hd webcam, single digital mic, none, standard, hd audio, acadpt 45 watt smart npfc ra, batt 3c 41 whr long life, opp chassis/id, win10",634,USD
savingslots_6,cluster_21973,1.91114E+11,20L50010US,20L50010US,Acer PT71551732Q 15.6 ci77700hq 32g 512gb w10h,Acer,15.6inch full hd (1920 x 1080) widescreen led-backlit ips display with nvidia g-sync technology 7th generation intel core i7-7700hq processor (up to 3.8ghz)nvidia geforce gtx 1080 with max-q design & 8 gb of de,3143,USD
savingslots_60,cluster_22053,1.93015E+11,4RH03UT,4RH03UT,HP 4SU75UT Ebx3601030g3 i78650u 8g 256gb,HP,"hp ebx3601030g3 i7-8650u 13 8gb/256 pc intel i7-8650u, 13.3 fhd led uwva ts, uma, webcam, 8gb lpddr3, 256gb ssd, ac+bt, 4c batt, fps, w10 pro64, 1yr wrty+3yrtrvpu+ret u.s. - english localizationweight: 3 (lb",2054,USD
savingslots_603,cluster_22904,1.92651E+11,,,Lenovo 20KN008GUS Ts e480 i3 4gb 500gb,Lenovo,"thinkpad e480, intel core i3-7020u (2.30ghz, 3mb), 14.0 1366x768, windows 10 pro 64, 4.0gb, 1x500gb sata iii, intel uhd 620, bluetooth 4.1, 720p camera, 3cell li-polymer, 1 year depotweight: 5.8 (lbs)",619,USD
savingslots_604,cluster_22654,1.92545E+11,,,HP 15CU0071NR 15  i3 8130  8g 1t tch w10 2c,HP,"core i3-8130u dc, uma, 8gb, 15.6inch hd, touch, 1 tb hdd, dvd, 802.11ac 2x2 bt, hd wide fov webcam, dual array digital mics, usb c, standard, b&o play, acadpt 45 watt smart npfc ra, batt 3c 41 whr long life, st",616,USD
savingslots_605,cluster_22648,1.92651E+11,,,Lenovo 20KS008JUS Ts e580 i3 4gb 500gb,Lenovo,"thinkpad e580, intel core i3-7020u (2.30ghz, 3mb), 15.6 1366x768, windows 10 pro 64, 4.0gb, 1x500gb sata iii, intel hd 620, bluetooth 4.1, 720p hd camera, 3cell li-polymer, 1 year depotweight: 6.25 (lbs)",609,USD
savingslots_61,cluster_22134,1.90781E+11,GL704GMDH74,GL704GMDH74,HP 1BS99UT 1030 g2 i77600u 13.3 8g 512 r,HP,"hp smartbuy elitebook x360 1030 g2, intel core i7-7600u (2.8 ghz, 4 mb cache), 8 gb 2133 ddr4ssd 512 gb m2 tlc, pcie13.3inch fhd (1920 x 1080) tsuma: hd 620, no optical, 802.11 a/b/g/n/ac 2x2 +bt 4.2, bt, tpm 2",2041,USD
savingslots_611,cluster_22798,1.91114E+11,,,Acer A51751568Y 17.3 ci58250 8g 1tb w10,Acer,"acer aspire 5 - 17inch 1600x900 display, intel core i5-8250u cpu, 8gb ram, 1tb hdd, windows 10 home, dvdrw driveweight: 8.8 (lbs)",593,USD
savingslots_613,cluster_21829,1.92158E+11,,,Lenovo 20KS003WUS Ts e580 i5 4gb 500gb,Lenovo,"thinkpad e580, intel core i5-7200u (2.50ghz, 3mb), 15.6 1366x768, windows 10 pro 64, 4.0gb, 1x500gb sata iii, intel hd 620, bluetooth 4.1, 720p hd camera, 3cell li-polymer, 1 year depotweight: 6.1 (lbs)",590,USD
savingslots_62,cluster_22156,1.90782E+11,1GE43UT,1GE43UT,HP 1JD34UT Zbk15g4 i77700hq 16g 512g 15.6,HP,"hp smartbuy zbook 15 g4 i7-7700hq 15 16gb/512 pc core i7-7700hq, 15.6 fhd ag led sva, uma, 16gb ddr4 ram, 512gb turbo drive, bt, 9c battery, fpr, win 10 pro 64, 3yr warranty u.s. - english localizationweight",2040,USD
savingslots_63,cluster_22773,1.92018E+11,I75777289BLK,I75777289BLK,HP 2XU38UT 14 1040g4 i5-7300u 16gb/512pc,HP,"hp smartbuy elitebook 1040g4 i5-7300u 14 16gb/512 pc intel i5-7300u, 14.0 uhd led uwva ts, uma, webcam, 16gb ddr4, 512gb ssd, ac+bt, 6c batt, w10 pro64, 1yr wrty+3yrtrvpu+retweight: 5.35 (lbs)",2040,USD
savingslots_631,cluster_22347,8.88864E+11,,,Acer SW5017P17JJ 10.1t x5z8350 4g 64mmc w10pro,Acer,"acer switch pro - sw5-017p-17jj - 10.1inch (1920x1080inch touchscreen display, intel atom x5-z8350 cpu, 4gb ram, 64gb emmc storage, windows 10 proweight: 3.8 (lbs)",400,USD
savingslots_637,cluster_22344,1.91114E+11,,,Acer SP11132NC53M 11.6 cn3350 4g 64gb win10,Acer,"acer spin 11 11.6inch 1920x1080 touchscreen display, intel celeron n3350, 4gb ram, 64gb emmc storage, windows 10 homeweight: 3.75 (lbs)",353,USD
savingslots_64,cluster_22368,1.92018E+11,20LD001JUS,20LD001JUS,HP 2XU39UT 14 1040g4 i7-7500u 16gb/512pc,HP,"hp smartbuy elitebook 1040g4 i7-7500u 14 16gb/512 pc intel i7-7500u, 14.0 fhd led uwva ts, uma, webcam, 16gb ddr4, 512gb ssd, ac+bt, 6c batt, w10 pro64, 1yr wrty+3yrtrvpu+retinchweight: 5.3 (lbs)",2040,USD
